Question 2
------------------------------------------------------------
Elements(M)    	CPUtoGPU(ms)  	Kernel(ms)   	GPUtoCPU(ms)
1				 1.189952		 0.114528		 1.284896
2				 2.615456		 0.216480		 2.808800
4				 0.002048		 0.412096		 4.879904
8				 9.220736		 0.837632		 9.961344
16				 18.071808		 1.593696		 0.001888
32				 35.807938		 3.163200		 41.171967
64				 71.199135		 6.311648		 78.866783
128				 141.565094		 12.590592		 156.290054
256				 330.297058		 25.167711		 315.467590
