Question 4
------------------------------------------------------------
XaddedTimes    	Elements(M)    	CPUtoGPU(ms)  	Kernel(ms)   	GPUtoCPU(ms)
1				128				 71.433762		 6.290400		 78.465668
2				128				 71.346237		 6.295776		 78.698112
4				128				 71.653442		 6.296832		 78.803040
8				128				 71.644226		 6.292480		 78.821892
16				128				 71.428925		 6.297920		 78.538467
32				128				 71.192833		 7.155168		 78.581055
64				128				 71.302719		 10.821632		 78.349091
128				128				 73.996284		 18.858400		 78.348259
256				128				 71.379807		 34.838879		 78.406685
